image,valid_px,real_px,discarded_px,discard_pct_of_real
4169,1048576,1015731,91858,9.04
4170,1048576,958030,191,0.02
4171,1048576,765019,249478,32.61
4172,830628,818952,271,0.03
4173,524200,450458,122424,27.18
4174,1048576,971307,7898,0.81
4175,1048576,578406,82673,14.29
4176,1048576,943567,498,0.05
4177,1048576,911559,66497,7.29
4178,1048576,590601,37308,6.32
4179,1048576,984713,56607,5.75
4180,609341,523567,144268,27.55
4181,1048576,697038,111021,15.93
4182,1048576,844769,57640,6.82
4183,1048576,634593,283757,44.71
4184,1048576,296935,14153,4.77
4185,989543,831744,23935,2.88
4186,1048576,388976,76295,19.61
4187,638381,292798,29356,10.03
4188,1048576,880147,189952,21.58
4189,1048576,789582,52977,6.71
4190,1048576,737803,193055,26.17
