tile,baseline,ours,delta,changed_pct,fixed,broke,newly_discarded,all_discarded
parkinglot80,58.54,57.09,-1.45,4.48,6,2228,2924,0
parkinglot81,87.51,84.99,-2.52,4.42,1,2216,2893,0
parkinglot82,55.12,53.58,-1.54,4.92,76,2529,3003,0
parkinglot83,42.52,41.02,-1.5,7.42,0,2737,4194,0
parkinglot84,63.1,62.35,-0.76,3.2,45,1406,2050,0
parkinglot85,62.67,62.2,-0.47,2.31,0,957,1510,0
parkinglot86,63.22,62.6,-0.62,2.35,12,1035,1515,0
parkinglot87,59.17,58.15,-1.02,1.46,22,704,933,0
parkinglot88,35.47,34.5,-0.97,5.1,5,2481,3313,0
parkinglot89,89.15,84.99,-4.16,6.37,0,3570,4176,0
parkinglot90,89.69,85.14,-4.55,7.37,2,4287,4820,0
parkinglot91,60.39,58.41,-1.98,6.31,50,3201,4061,0
parkinglot92,79.28,74.33,-4.95,8.21,2,4353,5378,0
parkinglot93,75.01,71.4,-3.6,6.09,13,3099,3979,0
parkinglot94,80.51,76.33,-4.18,7.45,64,3517,4810,0
parkinglot95,82.14,78.16,-3.98,4.86,29,2590,3148,0
parkinglot96,84.15,80.33,-3.82,6.91,78,3157,4383,0
parkinglot97,34.77,44.81,10.04,8.46,2443,2416,2987,0
parkinglot98,34.53,33.05,-1.47,5.35,0,3013,1617,0
parkinglot99,80.25,79.13,-1.12,2.58,31,1058,1647,0
river00,28.98,30.1,1.12,3.41,1154,552,188,0
river01,43.51,38.45,-5.06,9.28,845,1412,2062,0
river02,28.78,23.37,-5.41,6.9,382,2251,2474,0
river03,33.65,34.89,1.23,14.0,1336,1701,5345,0
river04,32.68,17.67,-15.02,17.24,412,8044,3477,0
river05,33.94,33.35,-0.59,42.78,393,613,1674,0
river06,26.2,16.66,-9.55,53.89,23120,8784,1719,0
river07,30.12,26.73,-3.39,60.95,1,4634,1148,0
river08,36.93,21.49,-15.44,47.02,25,30261,2074,0
river09,86.68,81.2,-5.48,4.97,249,2553,2058,0
river10,94.13,87.07,-7.06,6.96,369,3843,3730,0
river11,63.67,63.17,-0.5,1.65,230,564,671,0
river12,45.18,41.21,-3.97,6.2,101,3698,3762,0
river13,95.26,48.91,-46.35,24.28,256,14963,15539,0
river14,48.14,47.95,-0.19,2.97,230,875,1454,0
river15,30.86,27.99,-2.87,26.56,2950,5587,11958,0
river16,33.84,29.64,-4.2,5.71,477,2194,2599,0
river17,44.05,29.73,-14.33,27.9,977,12837,6782,0
river18,40.79,41.25,0.45,9.71,712,902,2993,0
river19,54.16,52.55,-1.61,10.45,1056,3820,4794,0
river20,64.09,60.27,-3.82,12.97,1378,1379,599,0
river21,40.52,42.74,2.22,15.37,4111,1059,5077,0
river22,36.96,29.27,-7.69,32.32,483,13706,13635,0
river23,29.23,18.57,-10.67,31.37,1822,12537,14334,0
river24,61.52,61.64,0.12,3.5,809,752,1111,0
river25,41.74,42.33,0.59,5.41,568,1769,1888,0
river26,50.33,61.59,11.26,28.47,11952,1121,4841,0
river27,56.77,45.59,-11.18,26.99,431,6659,6921,0
river28,61.22,59.36,-1.86,5.11,411,1405,1142,0
river29,3.92,6.04,2.12,86.23,23290,10233,6263,0
river30,2.68,12.02,9.34,81.08,38485,2930,426,0
river31,4.48,4.55,0.07,26.13,2706,2090,11488,0
river32,22.23,4.7,-17.54,46.38,3096,14944,14735,0
river33,25.0,9.76,-15.24,57.9,15870,19466,3,0
river34,17.69,12.66,-5.03,21.01,472,5199,3667,0
river35,14.93,9.58,-5.35,15.82,595,7744,6834,0
river36,30.3,15.21,-15.09,34.61,194,16027,14920,0
river37,49.13,31.72,-17.4,21.77,314,10831,4813,0
river38,35.65,29.89,-5.76,15.75,187,5650,3095,0
river39,39.83,44.38,4.55,7.32,1251,1421,1065,0
river40,9.59,11.36,1.77,42.38,4437,3846,19422,0
river41,39.76,31.02,-8.74,49.57,1676,7824,9124,0
river42,15.97,9.63,-6.34,35.76,5910,10592,8849,0
river43,20.22,11.14,-9.07,29.34,937,9563,13962,0
river44,26.47,24.69,-1.78,6.34,309,2009,1829,0
river45,19.01,15.07,-3.95,13.13,1224,2706,4562,0
river46,24.71,20.08,-4.62,17.82,345,6534,2648,0
river47,20.45,31.2,10.75,49.72,18356,4195,10453,0
river48,13.55,19.41,5.86,42.86,9740,8278,15680,0
river49,29.23,20.15,-9.08,30.0,782,8533,13965,0
river50,29.48,19.4,-10.07,26.57,1468,9471,11173,0
river51,20.02,24.83,4.81,60.16,27511,5581,6755,0
river52,13.87,23.99,10.13,48.11,20027,1713,6772,0
river53,49.96,34.81,-15.16,21.85,3225,6540,6372,0
river54,44.3,53.65,9.35,15.47,4945,2546,3461,0
river55,30.76,30.47,-0.3,4.69,66,1273,1531,0
river56,29.06,29.38,0.32,23.8,27,727,1090,0
river57,32.32,31.93,-0.38,26.78,344,1645,8575,0
river58,27.65,28.14,0.49,37.68,1634,725,22497,0
river59,48.73,56.0,7.28,36.24,17655,721,5661,0
river60,31.67,32.27,0.6,45.42,2282,782,27360,0
river61,51.36,50.56,-0.8,9.68,915,2829,1692,0
river62,41.85,42.39,0.54,19.99,2631,1595,9725,0
river63,31.36,34.42,3.06,16.75,8072,1997,2112,0
river64,21.04,23.44,2.4,15.76,8808,792,798,0
river65,54.17,53.08,-1.09,10.74,575,1317,5213,0
river66,32.75,45.12,12.37,32.05,19381,927,418,0
river67,41.16,56.52,15.36,43.64,27289,553,394,0
river68,21.92,38.3,16.38,82.37,43981,242,458,0
river69,48.32,45.63,-2.69,3.06,645,851,187,0
river70,15.36,27.82,12.45,83.83,46974,293,654,0
river71,41.62,40.97,-0.66,1.39,88,441,347,0
river72,42.33,41.47,-0.87,0.84,70,414,154,0
river73,29.74,23.33,-6.41,62.49,12913,26741,337,0
river74,65.69,63.71,-1.98,1.96,211,1005,592,0
river75,22.59,2.25,-20.34,99.98,5123,8540,8691,0
river76,18.57,17.49,-1.08,9.99,2274,2149,1590,0
river77,27.62,13.75,-13.87,24.69,997,9033,9563,0
river78,24.63,18.69,-5.94,10.61,1382,3101,3813,0
river79,33.26,31.95,-1.31,14.85,326,515,325,0
river80,29.2,14.91,-14.3,20.4,807,11389,524,0
river81,21.84,18.18,-3.66,16.98,1162,7085,1137,0
river82,31.06,23.47,-7.59,22.31,0,13244,2524,0
river83,19.17,19.68,0.5,17.11,7797,2467,1515,0
river84,26.4,26.32,-0.08,2.61,266,889,802,0
river85,26.72,26.54,-0.18,11.33,102,842,971,0
river86,11.81,3.77,-8.04,72.12,6081,15869,15250,0
river87,13.51,13.62,0.11,16.84,942,471,371,0
river88,58.38,60.14,1.76,12.74,4976,758,841,0
river89,54.93,54.96,0.02,4.58,1196,826,1589,0
river90,29.87,48.28,18.41,62.69,37946,520,1607,0
river91,53.89,51.41,-2.48,4.24,142,1644,1538,0
river92,16.26,16.04,-0.22,23.01,0,888,1032,0
river93,21.41,22.47,1.06,32.93,3558,1708,17246,0
river94,15.24,15.26,0.01,31.34,921,1076,5657,0
river95,49.66,28.58,-21.08,46.16,187,26711,26786,0
river96,39.18,29.77,-9.41,11.65,414,5940,3493,0
river97,23.8,23.25,-0.55,3.23,109,1310,1372,0
river98,37.69,37.34,-0.35,2.02,183,828,748,0
river99,45.93,45.55,-0.38,2.31,194,675,897,0
runway00,24.47,24.62,0.15,2.84,9,721,3,0
runway01,50.43,49.62,-0.81,0.09,23,9,35,0
runway02,100.0,100.0,0.0,0.0,0,0,0,0
runway03,31.22,32.66,1.44,7.63,1,1057,4,0
runway04,65.12,33.23,-31.89,6.35,6,4019,4156,0
runway05,100.0,100.0,0.0,0.0,0,0,0,0
runway06,30.36,30.63,0.28,1.0,0,32,7,0
runway07,100.0,100.0,0.0,0.0,2,0,0,0
runway08,31.02,31.99,0.97,5.76,1,706,15,0
runway09,14.92,23.4,8.49,38.77,19319,1457,5,0
runway10,24.65,24.59,-0.06,0.04,12,3,7,0
runway11,8.79,8.26,-0.53,61.6,222,1652,18,0
runway12,63.65,62.39,-1.27,1.95,26,614,1253,0
runway13,27.77,27.12,-0.65,4.7,7,2554,443,0
runway14,31.67,31.36,-0.31,1.08,16,327,645,0
runway15,26.71,8.7,-18.01,29.25,1,19031,12,0
runway16,46.99,46.54,-0.46,1.62,110,672,906,0
runway17,24.7,24.68,-0.02,0.09,0,43,25,0
runway18,48.34,48.37,0.03,0.24,46,20,103,0
runway19,24.8,24.8,-0.01,6.98,1,32,4547,0
runway20,48.6,48.59,-0.01,0.31,130,15,74,0
runway21,65.55,65.26,-0.3,0.46,65,175,234,0
runway22,32.18,30.61,-1.58,33.94,310,5261,21522,0
runway23,34.45,34.5,0.05,3.17,1115,698,498,0
runway24,64.89,65.56,0.67,2.1,1203,109,169,0
runway25,54.31,65.73,11.41,10.04,6283,97,236,0
runway26,46.89,49.28,2.38,8.18,5196,115,164,0
runway27,48.43,48.82,0.38,1.34,489,135,385,0
runway28,62.06,65.94,3.88,10.34,6598,143,176,0
runway29,66.12,65.84,-0.28,0.32,31,142,180,0
runway30,48.42,48.28,-0.14,0.61,57,172,203,0
runway31,30.82,31.14,0.32,4.84,2587,333,153,0
runway32,62.51,63.34,0.83,2.43,1412,114,173,0
runway33,33.76,65.74,31.98,18.45,11942,69,144,0
runway34,65.8,65.41,-0.38,0.49,51,184,272,0
runway35,65.73,65.29,-0.44,0.35,8,193,220,0
runway36,62.39,62.28,-0.11,1.05,480,150,205,0
runway37,17.95,18.64,0.68,56.86,3231,77,33859,0
runway38,43.75,65.36,21.6,11.94,7637,100,185,0
runway39,34.25,65.45,31.2,19.72,12679,147,238,0
runway40,65.53,65.67,0.14,0.62,177,126,232,0
runway41,65.03,64.91,-0.12,0.9,365,182,226,0
runway42,65.25,64.81,-0.44,0.4,6,200,254,0
runway43,65.51,65.15,-0.36,0.4,9,186,247,0
runway44,39.51,42.65,3.14,21.69,2046,1081,12110,0
runway45,56.89,64.97,8.08,5.16,3149,135,230,0
runway46,25.07,48.9,23.83,15.89,10284,39,89,0
runway47,62.77,64.41,1.63,1.79,951,94,224,0
runway48,31.46,65.75,34.29,26.36,17086,115,186,0
runway49,66.01,65.84,-0.16,0.39,98,91,155,0
runway50,27.02,27.0,-0.02,1.54,54,101,951,0
runway51,30.02,30.67,0.65,2.08,1318,0,0,0
runway52,18.25,19.91,1.67,8.63,354,73,0,0
runway53,23.11,23.19,0.09,0.41,16,0,0,0
runway54,11.85,17.22,5.37,43.37,14071,0,0,0
runway55,4.18,4.68,0.5,70.93,142,0,30,0
runway56,4.86,22.37,17.51,79.65,46619,4,926,0
runway57,29.97,30.48,0.51,2.02,1152,0,0,0
runway58,27.05,26.27,-0.78,12.63,166,1703,8108,0
runway59,30.68,32.22,1.53,4.93,81,44,0,0
runway60,49.96,49.01,-0.95,2.02,37,1286,871,0
runway61,19.96,19.98,0.03,0.48,14,18,0,0
runway62,1.09,1.11,0.02,9.55,79,0,5238,0
runway63,16.66,15.59,-1.07,6.45,5,4208,111,0
runway64,14.12,14.02,-0.1,1.87,14,454,1210,0
runway65,24.91,24.87,-0.04,0.73,0,16,99,0
runway66,26.05,23.74,-2.31,12.43,7,3285,0,0
runway67,26.74,22.15,-4.6,29.26,0,7736,7689,0
runway68,16.49,16.49,0.0,12.01,0,115,19,0
runway69,24.92,24.93,0.01,0.11,0,7,0,0
runway70,44.04,25.01,-19.03,7.77,14,4989,42,0
runway71,18.21,18.19,-0.02,0.21,0,54,2,0
runway72,28.15,19.95,-8.21,9.68,65,2634,52,0
runway73,19.95,19.94,-0.01,0.71,0,13,49,0
runway74,19.95,19.95,0.0,0.29,18,18,21,0
runway75,24.91,24.91,-0.01,5.99,0,19,45,0
runway76,19.92,19.92,0.01,4.94,1,20,94,0
runway77,19.97,19.97,0.0,0.07,0,7,0,0
runway78,30.66,30.57,-0.09,0.31,0,168,38,0
runway79,7.62,12.03,4.42,36.11,21464,12,2116,0
runway80,47.68,25.51,-22.17,8.75,90,5574,49,0
runway81,16.27,16.28,0.01,0.87,0,17,4,0
runway82,19.94,19.95,0.0,0.13,0,2,24,0
runway83,19.6,19.6,0.0,0.08,1,12,1,0
runway84,22.92,24.18,1.27,12.06,2,91,5,0
runway85,35.18,19.43,-15.76,54.33,1,28749,6734,0
runway86,35.64,19.28,-16.36,50.41,12,31364,574,0
runway87,46.05,24.15,-21.9,53.69,0,32225,2429,0
runway88,45.26,24.93,-20.33,16.89,4,10980,0,0
runway89,24.94,24.93,-0.01,0.05,0,7,0,0
runway90,100.0,100.0,0.0,0.0,0,0,0,0
runway91,24.98,24.97,-0.01,0.15,0,7,48,0
runway92,49.19,24.93,-24.26,15.48,7,9975,44,0
runway93,33.25,33.25,-0.0,0.09,15,28,0,0
runway94,44.42,24.62,-19.8,6.47,8,4114,4,0
runway95,46.57,24.87,-21.7,6.68,5,4313,2,0
runway96,46.9,24.8,-22.11,7.11,0,4566,2,0
runway97,33.15,33.12,-0.03,0.7,34,92,394,0
runway98,32.35,32.32,-0.02,2.99,0,49,10,0
runway99,13.2,12.85,-0.36,2.76,9,0,1,0
sparseresidential00,47.28,47.0,-0.28,11.87,2501,1987,3050,0
sparseresidential01,29.53,24.67,-4.86,34.31,6632,5668,1078,0
sparseresidential02,36.46,34.48,-1.98,5.88,774,1782,381,0
sparseresidential03,22.33,24.97,2.64,17.29,5298,387,2223,0
sparseresidential04,38.1,38.9,0.8,6.57,2439,361,177,0
sparseresidential05,19.54,23.34,3.8,19.75,9513,394,578,0
sparseresidential06,38.84,28.18,-10.67,11.07,965,3359,2379,0
sparseresidential07,33.95,31.72,-2.23,5.87,1284,512,728,0
sparseresidential08,30.45,38.1,7.65,34.74,19587,378,263,0
sparseresidential09,38.72,31.75,-6.97,13.33,1348,4949,1026,0
sparseresidential10,44.12,44.47,0.35,10.55,3447,1460,386,0
sparseresidential11,23.67,33.18,9.51,14.97,4985,1226,1503,0
sparseresidential12,16.94,21.53,4.6,87.34,19206,38,405,0
sparseresidential13,27.42,30.43,3.01,75.72,14861,45,798,0
sparseresidential14,21.43,21.22,-0.21,60.14,131,37,3347,0
sparseresidential15,24.62,18.97,-5.65,91.23,0,9560,129,0
sparseresidential16,25.31,25.96,0.64,41.47,10162,2240,5634,0
sparseresidential17,38.53,39.0,0.47,8.41,2856,604,722,0
sparseresidential18,17.57,20.76,3.19,43.27,14070,982,8193,0
sparseresidential19,22.42,24.07,1.65,48.64,9182,245,4317,0
sparseresidential20,33.63,32.01,-1.62,12.3,541,796,751,0
sparseresidential21,51.86,50.74,-1.12,7.6,603,819,1046,0
sparseresidential22,49.37,48.09,-1.28,9.88,2248,605,138,0
sparseresidential23,28.52,33.03,4.51,68.31,19597,273,1175,0
sparseresidential24,52.88,51.11,-1.77,8.47,809,1449,1549,0
sparseresidential25,36.43,42.99,6.56,28.96,8640,434,6547,0
sparseresidential26,43.14,40.91,-2.23,27.59,117,6780,1724,0
sparseresidential27,36.84,25.55,-11.29,17.48,17,1699,3884,0
sparseresidential28,39.56,42.86,3.29,39.77,9875,483,14829,0
sparseresidential29,20.29,19.3,-0.98,7.91,525,1425,636,0
sparseresidential30,35.47,18.4,-17.07,30.05,4210,7858,1531,0
sparseresidential31,23.53,24.98,1.44,45.03,27883,1002,256,0
sparseresidential32,63.77,61.09,-2.68,9.89,1294,1749,1864,0
sparseresidential33,47.21,45.49,-1.72,12.62,894,938,3347,0
sparseresidential34,57.44,63.02,5.58,29.48,13191,1021,2721,0
sparseresidential35,54.74,54.52,-0.22,15.73,847,1943,8282,0
sparseresidential36,33.12,38.19,5.07,31.96,12820,268,2106,0
sparseresidential37,45.91,50.81,4.9,7.05,573,378,1957,0
sparseresidential38,45.98,47.35,1.37,66.07,14233,6252,76,0
sparseresidential39,19.68,22.49,2.82,45.2,12976,1091,346,0
sparseresidential40,41.69,49.81,8.12,39.71,22593,1261,1582,0
sparseresidential41,30.91,39.4,8.49,67.93,21847,64,670,0
sparseresidential42,41.12,50.99,9.87,50.54,19275,523,2470,0
sparseresidential43,41.05,39.52,-1.53,29.09,3627,656,3679,0
sparseresidential44,30.31,40.39,10.09,60.07,35062,1594,3322,0
sparseresidential45,18.98,28.83,9.86,74.96,47073,439,1690,0
sparseresidential46,33.54,56.81,23.28,67.87,37214,809,4249,0
sparseresidential47,33.48,33.96,0.49,74.28,30439,3734,4351,0
sparseresidential48,27.19,20.93,-6.26,56.93,20279,5747,954,0
sparseresidential49,28.49,36.9,8.41,66.28,28538,991,1058,0
sparseresidential50,28.89,33.4,4.52,26.39,8346,425,1756,0
sparseresidential51,33.42,36.74,3.32,30.89,11514,412,5612,0
sparseresidential52,35.74,42.61,6.87,42.91,18465,573,3053,0
sparseresidential53,35.03,34.23,-0.79,18.69,2691,874,5753,0
sparseresidential54,41.81,46.74,4.93,14.51,7024,388,1680,0
sparseresidential55,37.98,47.47,9.49,44.04,20604,402,2262,0
sparseresidential56,42.05,41.96,-0.08,6.91,638,534,652,0
sparseresidential57,35.39,36.25,0.87,38.73,1850,846,23202,0
sparseresidential58,18.53,27.53,9.0,66.28,38481,1625,3610,0
sparseresidential59,45.26,49.88,4.62,17.09,7560,762,2363,0
sparseresidential60,30.24,38.73,8.49,73.72,41335,945,4657,0
sparseresidential61,24.36,23.93,-0.43,10.27,305,1227,882,0
sparseresidential62,42.11,43.91,1.8,12.15,3827,550,1964,0
sparseresidential63,36.17,24.72,-11.45,14.6,2636,2734,1398,0
sparseresidential64,42.46,42.06,-0.41,7.79,1477,774,1591,0
sparseresidential65,35.26,35.34,0.07,12.93,2545,2099,5026,0
sparseresidential66,36.71,34.64,-2.07,6.62,776,1776,708,0
sparseresidential67,32.63,30.97,-1.66,11.61,1865,2020,2858,0
sparseresidential68,30.73,25.14,-5.59,18.64,2707,4288,1061,0
sparseresidential69,59.09,58.97,-0.11,3.04,622,322,477,0
sparseresidential70,34.77,35.0,0.23,11.28,1755,407,2463,0
sparseresidential71,30.57,29.73,-0.84,4.42,685,1381,422,0
sparseresidential72,37.54,46.1,8.57,8.87,3161,591,1471,0
sparseresidential73,46.41,47.31,0.9,13.02,3520,1107,2494,0
sparseresidential74,25.2,34.32,9.12,60.05,27824,1260,5347,0
sparseresidential75,55.34,54.62,-0.72,12.58,828,4861,710,0
sparseresidential76,34.71,23.51,-11.2,47.56,466,28617,838,0
sparseresidential77,39.39,29.3,-10.09,39.07,6879,14129,3298,0
sparseresidential78,35.59,32.05,-3.54,7.7,529,2331,1309,0
sparseresidential79,41.6,36.2,-5.4,23.95,3202,8478,7097,0
sparseresidential80,27.97,27.77,-0.2,9.6,1610,943,1394,0
sparseresidential81,27.22,31.1,3.88,33.7,770,2960,2336,0
sparseresidential82,50.59,39.39,-11.2,63.23,1974,37654,1542,0
sparseresidential83,36.5,27.84,-8.66,43.34,5620,19353,3650,0
sparseresidential84,42.77,32.14,-10.63,46.05,667,21571,4984,0
sparseresidential85,23.41,19.47,-3.94,66.06,7,4436,268,0
sparseresidential86,23.95,17.0,-6.95,75.62,13,846,6480,0
sparseresidential87,25.12,18.82,-6.3,64.6,569,3057,31796,0
sparseresidential88,22.27,20.42,-1.85,80.78,20,1527,3853,0
sparseresidential89,21.56,21.64,0.08,48.25,372,65,672,0
sparseresidential90,36.23,34.08,-2.15,55.57,239,2517,33049,0
sparseresidential91,16.07,16.17,0.09,81.54,85,7,44685,0
sparseresidential92,30.0,25.28,-4.72,30.06,108,6380,2452,0
sparseresidential93,17.56,17.21,-0.35,62.24,13,342,435,0
sparseresidential94,9.94,9.46,-0.47,57.75,0,537,8127,0
sparseresidential95,28.85,28.33,-0.53,24.43,4014,2578,7283,0
sparseresidential96,38.81,43.13,4.32,31.96,12617,1416,6911,0
sparseresidential97,43.1,42.69,-0.41,2.69,198,53,37,0
sparseresidential98,39.03,47.28,8.25,62.64,31389,366,1762,0
sparseresidential99,36.98,43.72,6.74,48.07,25414,733,4072,0
storagetanks00,36.77,36.48,-0.29,7.43,157,1191,3965,0
storagetanks01,11.81,11.7,-0.11,7.5,0,205,1246,0
storagetanks02,16.35,16.37,0.02,59.68,32,12,147,0
storagetanks03,23.52,32.87,9.35,35.82,17590,1268,5006,0
storagetanks04,34.65,35.08,0.43,10.54,2476,1706,2165,0
storagetanks05,46.06,34.67,-11.39,26.87,550,13825,13931,0
storagetanks06,25.18,31.37,6.19,26.12,12275,652,3834,0
storagetanks07,26.03,27.36,1.33,24.84,1986,1846,9018,0
storagetanks08,26.34,32.66,6.32,28.81,12367,4081,307,0
storagetanks09,23.16,22.06,-1.1,3.64,330,1048,476,0
storagetanks10,14.14,26.99,12.85,38.67,17910,755,676,0
storagetanks11,22.33,28.06,5.73,24.02,9486,2402,40,0
storagetanks12,22.16,19.96,-2.19,11.59,1782,2654,61,0
storagetanks13,32.63,35.28,2.64,5.98,700,887,794,0
storagetanks14,31.06,28.1,-2.97,33.73,2739,2153,5935,0
storagetanks15,24.91,26.69,1.77,58.85,13859,8913,308,0
storagetanks16,14.93,21.45,6.52,53.74,26785,563,3194,0
storagetanks17,26.73,21.01,-5.72,32.47,92,15804,966,0
storagetanks18,39.2,39.39,0.19,11.49,1720,1772,3980,0
storagetanks19,29.63,26.91,-2.72,13.17,175,3214,4950,0
storagetanks20,23.01,25.95,2.94,25.74,9839,138,4112,0
storagetanks21,23.64,27.39,3.75,28.56,2967,24,15517,0
storagetanks22,34.98,37.57,2.59,11.34,4429,1346,87,0
storagetanks23,25.77,33.62,7.85,33.13,21094,189,70,0
storagetanks24,12.56,12.46,-0.11,8.47,20,190,409,0
storagetanks25,9.82,9.98,0.16,84.29,24597,12619,22042,0
storagetanks26,15.58,21.1,5.51,24.39,8588,1249,6211,0
storagetanks27,19.93,18.08,-1.85,8.41,151,529,575,0
storagetanks28,29.64,31.0,1.36,3.49,715,259,158,0
storagetanks29,19.85,31.49,11.64,29.73,18220,14,557,0
storagetanks30,31.85,31.21,-0.64,8.86,1210,427,242,0
storagetanks31,18.51,18.54,0.03,3.2,195,0,135,0
storagetanks32,20.76,20.54,-0.22,2.57,162,301,531,0
storagetanks33,20.77,22.46,1.69,9.01,3326,219,1889,0
storagetanks34,33.03,36.01,2.99,22.33,11060,980,310,0
storagetanks35,21.48,22.86,1.38,15.67,6164,887,2914,0
storagetanks36,13.67,13.63,-0.05,1.01,31,58,251,0
storagetanks37,22.96,22.93,-0.03,0.33,20,31,0,0
storagetanks38,18.38,18.31,-0.07,0.79,8,21,24,0
storagetanks39,23.19,23.19,0.01,0.77,66,27,9,0
storagetanks40,23.98,30.24,6.26,47.98,13803,3104,1658,0
storagetanks41,39.9,42.68,2.78,5.8,2714,617,314,0
storagetanks42,14.07,28.4,14.33,62.05,33020,0,189,0
storagetanks43,18.68,23.12,4.44,18.62,8098,794,2188,0
storagetanks44,40.33,50.42,10.09,34.91,18096,652,3296,0
storagetanks45,19.85,19.77,-0.09,4.84,48,118,1497,0
storagetanks46,60.42,57.64,-2.77,10.22,1907,4170,267,0
storagetanks47,18.46,22.54,4.07,59.41,28980,4359,1740,0
storagetanks48,43.01,50.87,7.87,35.95,20326,1084,1359,0
storagetanks49,29.96,30.14,0.17,4.75,946,267,358,0
storagetanks50,30.96,40.57,9.62,31.45,11652,1526,2868,0
storagetanks51,16.53,26.0,9.47,45.24,17687,4057,913,0
storagetanks52,40.54,48.03,7.49,50.87,15643,832,2663,0
storagetanks53,26.49,35.18,8.68,56.29,34506,820,851,0
storagetanks54,48.24,46.13,-2.12,9.13,1057,1223,71,0
storagetanks55,40.26,42.71,2.45,15.1,6735,903,1659,0
storagetanks56,45.82,45.9,0.08,4.31,272,414,2097,0
storagetanks57,27.63,40.11,12.48,59.16,28950,537,2669,0
storagetanks58,21.2,20.53,-0.67,58.18,526,198,3679,0
storagetanks59,12.95,13.87,0.92,6.67,309,396,3318,0
storagetanks60,28.95,27.47,-1.48,19.35,21,4523,8908,0
storagetanks61,25.49,38.95,13.46,30.01,10213,7973,145,0
storagetanks62,24.03,24.79,0.76,5.32,952,771,1381,0
