tile,baseline,ours,delta,changed_pct,fixed,broke,newly_discarded,all_discarded
forest10,32.39,32.48,0.09,2.82,170,0,1641,0
forest11,31.24,31.39,0.15,5.04,300,0,3003,0
forest12,99.91,99.99,0.08,0.08,50,0,0,0
forest13,0.0,2.66,2.66,99.98,5233,0,60291,0
forest14,49.94,50.0,0.06,0.12,77,0,0,0
forest15,33.26,33.32,0.07,0.2,128,0,0,0
forest16,46.13,49.66,3.53,7.74,4630,0,444,0
forest17,33.28,33.33,0.05,0.16,99,0,0,0
forest18,49.16,49.96,0.8,1.66,1047,0,43,0
forest19,33.11,33.31,0.21,0.64,407,0,1,0
forest20,49.84,49.96,0.13,0.32,168,0,43,0
forest21,14.2,14.19,-0.01,0.76,45,93,415,0
forest22,31.06,31.58,0.52,6.55,1021,0,3274,0
forest23,99.89,100.0,0.11,0.11,75,0,0,0
forest24,24.95,24.99,0.04,0.21,108,0,16,0
forest25,0.0,0.0,0.0,100.0,0,0,6946,0
forest26,4.73,26.96,22.23,85.78,43711,0,12505,0
forest27,11.52,9.99,-1.53,10.99,163,5181,41,0
forest28,13.95,13.92,-0.03,6.97,703,813,282,0
forest29,0.0,0.0,0.0,97.1,0,0,61562,0
forest30,19.83,18.8,-1.03,26.21,1176,3879,1236,0
forest31,47.93,47.66,-0.27,0.83,81,434,0,0
forest32,46.13,45.15,-0.97,2.15,62,1339,0,0
forest33,30.75,31.1,0.34,1.71,853,180,40,0
forest34,99.92,100.0,0.08,0.08,55,0,0,0
forest35,99.87,100.0,0.13,0.13,84,0,0,0
forest36,99.9,100.0,0.1,0.1,64,0,0,0
forest37,99.91,100.0,0.09,0.09,59,0,0,0
forest38,99.76,100.0,0.24,0.24,155,0,0,0
forest39,99.9,100.0,0.1,0.1,63,0,0,0
forest40,32.88,33.19,0.31,1.51,789,184,18,0
forest41,43.59,49.41,5.82,12.36,7624,0,479,0
forest42,33.03,33.04,0.01,1.01,81,66,0,0
forest43,0.02,0.11,0.09,99.89,239,0,65222,0
forest44,99.99,100.0,0.01,0.01,9,0,0,0
forest45,99.88,100.0,0.11,0.11,75,0,0,0
forest46,99.93,100.0,0.07,0.07,47,0,0,0
forest47,99.96,100.0,0.04,0.04,29,0,0,0
forest48,99.87,100.0,0.13,0.13,86,0,0,0
forest49,99.97,100.0,0.03,0.03,18,0,0,0
forest50,99.89,100.0,0.11,0.11,70,0,0,0
forest51,99.95,100.0,0.05,0.05,32,0,0,0
forest52,99.86,100.0,0.14,0.14,93,0,0,0
forest53,99.93,100.0,0.07,0.07,45,0,0,0
forest54,39.41,48.26,8.85,21.18,11598,0,2285,0
forest55,99.88,100.0,0.12,0.12,78,0,0,0
forest56,99.92,100.0,0.08,0.08,51,0,0,0
forest57,99.89,99.99,0.1,0.1,65,0,0,0
forest58,99.95,100.0,0.05,0.05,32,0,0,0
forest59,99.95,100.0,0.05,0.05,31,0,0,0
forest60,49.25,49.3,0.05,0.19,64,0,63,0
forest61,99.77,100.0,0.23,0.23,148,0,0,0
forest62,49.46,49.91,0.45,0.98,596,0,46,0
forest63,99.91,100.0,0.09,0.09,60,0,0,0
forest64,33.22,33.26,0.04,0.11,73,0,0,0
forest65,49.92,50.0,0.08,0.16,107,0,1,0
forest66,49.91,50.0,0.09,0.18,120,1,0,0
forest67,99.86,100.0,0.14,0.14,92,0,0,0
forest68,99.83,100.0,0.17,0.17,111,0,0,0
forest69,49.9,50.0,0.1,0.21,136,0,0,0
forest70,4.37,99.99,95.62,95.62,62665,0,0,0
forest71,49.7,49.99,0.29,0.6,378,0,0,0
forest72,49.66,49.94,0.28,0.63,367,0,47,0
forest73,92.12,99.69,7.56,7.56,4956,0,0,0
forest74,49.97,49.97,-0.01,0.08,23,31,0,0
forest75,99.55,100.0,0.45,0.45,292,0,0,0
forest76,98.92,100.0,1.08,1.08,706,0,0,0
forest77,99.78,100.0,0.22,0.22,147,0,0,0
forest78,98.62,99.98,1.36,1.36,889,0,0,0
forest79,34.96,100.0,65.04,65.04,42626,0,0,0
forest80,98.53,99.99,1.46,1.46,960,0,0,0
forest81,96.51,99.98,3.47,3.47,2273,0,0,0
forest82,15.65,49.72,34.06,68.13,44648,0,0,0
forest83,0.0,100.0,100.0,100.0,65535,0,0,0
forest84,89.33,99.93,10.6,10.6,6949,0,0,0
forest85,95.1,99.98,4.89,4.89,3203,0,0,0
forest86,0.0,99.8,99.8,99.8,65407,0,0,0
forest87,39.45,48.84,9.39,20.22,12306,0,944,0
forest88,97.07,99.95,2.88,2.88,1888,0,0,0
forest89,0.0,99.78,99.78,99.78,65394,0,0,0
forest90,2.91,50.0,47.09,94.18,61722,0,0,0
forest91,0.0,2.56,2.56,33.98,3355,0,18912,0
forest92,0.0,0.0,0.0,96.76,2,0,63408,0
forest93,20.07,99.96,79.89,79.89,52356,0,0,0
forest94,99.06,100.0,0.94,0.94,614,0,0,0
forest95,0.0,99.94,99.94,99.94,65498,0,0,0
forest96,97.49,100.0,2.51,2.51,1643,0,0,0
forest97,21.12,99.82,78.71,78.71,51583,0,0,0
forest98,99.77,100.0,0.23,0.23,151,0,0,0
forest99,49.82,50.0,0.17,0.34,226,0,0,0
freeway00,37.12,36.37,-0.75,4.88,487,308,240,0
freeway01,40.22,41.54,1.32,13.23,359,17,8161,0
freeway02,40.6,42.16,1.55,11.27,471,139,6484,0
freeway03,35.75,39.68,3.94,8.21,2638,94,2329,0
freeway04,35.47,34.76,-0.72,4.07,2,1886,1096,0
freeway05,58.24,61.04,2.79,4.17,2266,38,57,0
freeway06,35.55,36.33,0.78,4.64,578,621,838,0
freeway07,43.12,44.27,1.16,4.88,577,1608,642,0
freeway08,47.33,55.77,8.44,1.84,585,255,432,0
freeway09,54.34,54.29,-0.04,1.26,107,75,586,0
freeway10,62.48,60.9,-1.58,2.57,64,1111,1127,0
freeway11,42.96,32.48,-10.48,11.51,626,3570,3469,0
freeway12,49.66,49.34,-0.33,1.2,73,357,183,0
freeway13,40.99,39.32,-1.67,3.05,95,1556,1665,0
freeway14,35.44,31.36,-4.08,15.22,613,7028,8820,0
freeway15,35.31,35.97,0.66,10.6,4470,203,466,0
freeway16,33.1,33.53,0.43,12.77,264,771,8067,0
freeway17,31.83,31.95,0.12,5.98,448,468,1267,0
freeway18,37.36,39.82,2.46,9.17,2116,1508,1439,0
freeway19,38.59,44.46,5.87,16.3,9669,300,887,0
freeway20,71.03,71.47,0.44,1.82,266,317,825,0
freeway21,40.64,39.66,-0.98,13.16,643,2104,2194,0
freeway22,19.28,60.43,41.14,78.69,49973,226,435,0
freeway23,36.67,41.13,4.45,15.7,9065,423,1183,0
freeway24,27.79,28.28,0.48,5.28,1745,32,1568,0
freeway25,26.51,35.77,9.26,48.76,18068,114,4106,0
freeway26,25.34,50.99,25.65,68.11,40737,496,1561,0
freeway27,17.7,41.16,23.45,72.67,45272,325,1766,0
freeway28,10.55,30.33,19.78,71.37,43862,27,678,0
freeway29,39.33,64.24,24.91,52.6,33067,24,1326,0
freeway30,32.75,35.85,3.1,17.29,4896,1781,6377,0
freeway31,36.78,36.54,-0.24,1.75,102,573,984,0
freeway32,28.0,46.76,18.76,55.17,34360,101,1788,0
freeway33,38.4,44.01,5.61,12.92,5973,80,682,0
freeway34,23.16,22.98,-0.17,21.84,754,16,1852,0
freeway35,31.8,41.19,9.39,28.05,15401,106,805,0
freeway36,23.96,25.58,1.63,10.29,2849,966,3827,0
freeway37,28.05,39.45,11.4,60.81,38062,787,913,0
freeway38,29.66,37.42,7.75,41.89,22220,2827,3648,0
freeway39,38.31,52.6,14.29,41.11,24850,930,1996,0
freeway40,37.8,45.46,7.67,35.55,16902,2532,3752,0
freeway41,46.97,46.59,-0.38,4.27,530,1042,2052,0
freeway42,22.87,23.02,0.15,1.33,196,35,642,0
freeway43,27.26,27.16,-0.1,0.25,87,12,29,0
freeway44,48.27,48.8,0.53,2.15,1244,43,90,0
freeway45,42.76,43.06,0.3,1.02,487,33,77,0
freeway46,43.99,44.68,0.69,0.57,298,14,59,0
freeway47,20.41,27.68,7.28,15.96,10056,32,87,0
freeway48,32.23,32.04,-0.19,0.03,5,9,16,0
freeway49,46.69,46.5,-0.19,0.09,4,14,22,0
freeway50,37.75,37.77,0.01,0.07,0,15,40,0
freeway51,37.8,42.33,4.53,6.52,4130,99,17,0
freeway52,55.3,55.7,0.4,0.4,251,1,8,0
freeway53,24.97,35.0,10.03,25.79,16674,30,111,0
freeway54,55.16,56.38,1.23,2.11,668,172,413,0
freeway55,18.34,30.15,11.81,65.62,42694,23,63,0
freeway56,36.58,36.91,0.34,3.06,1203,221,69,0
freeway57,48.9,48.71,-0.2,6.13,2350,1602,3,0
freeway58,18.83,30.8,11.96,61.27,33725,247,80,0
freeway59,27.97,45.25,17.28,70.63,45341,109,4,0
freeway60,60.48,61.26,0.79,4.81,2144,502,44,0
freeway61,18.16,21.12,2.96,25.34,5917,1012,6910,0
freeway62,19.95,30.66,10.71,47.01,27308,215,297,0
freeway63,23.43,26.93,3.5,20.75,6518,77,5108,0
freeway64,41.01,37.52,-3.49,10.51,3126,2056,495,0
freeway65,50.18,50.0,-0.18,4.05,723,508,1001,0
freeway66,45.93,43.97,-1.96,9.86,273,2534,1857,0
freeway67,47.91,45.5,-2.41,8.91,100,5115,101,0
freeway68,58.75,58.49,-0.26,1.44,240,67,43,0
freeway69,31.85,33.03,1.17,13.36,3629,354,3519,0
freeway70,64.71,65.55,0.84,2.15,699,58,94,0
freeway71,48.91,49.15,0.24,4.78,1616,302,847,0
freeway72,53.52,53.27,-0.26,1.26,144,488,562,0
freeway73,50.0,49.29,-0.71,3.81,390,1106,1904,0
freeway74,68.77,68.65,-0.12,1.14,6,390,736,0
freeway75,32.01,31.48,-0.54,1.2,107,374,471,0
freeway76,52.78,65.74,12.96,58.96,34971,84,3153,0
freeway77,39.54,37.02,-2.52,8.81,75,3382,4831,0
freeway78,39.98,37.68,-2.3,24.36,1374,5345,8442,0
freeway79,43.47,43.75,0.28,17.75,4004,3652,5930,0
freeway80,38.76,46.14,7.38,17.97,6368,3496,2590,0
freeway81,20.0,23.41,3.41,15.92,7645,770,2044,0
freeway82,38.82,37.74,-1.07,52.56,7,2006,84,0
freeway83,46.9,38.98,-7.92,17.78,10591,382,198,0
freeway84,14.24,15.24,1.0,51.92,13089,88,42,0
freeway85,16.36,19.92,3.56,50.87,8312,27,5,0
freeway86,25.13,26.63,1.5,10.98,2961,33,3807,0
freeway87,40.39,38.31,-2.07,7.61,1179,2861,18,0
freeway88,26.85,27.12,0.27,2.46,1217,290,43,0
freeway89,47.85,43.58,-4.27,37.68,10397,10956,50,0
freeway90,24.63,34.91,10.28,47.55,25884,958,1347,0
freeway91,25.2,24.93,-0.27,43.95,252,545,365,0
freeway92,23.22,22.68,-0.54,40.68,269,772,207,0
freeway93,14.32,22.26,7.94,55.13,25887,139,579,0
freeway94,9.93,16.47,6.54,41.95,22113,8,786,0
freeway95,27.77,27.92,0.15,3.23,687,27,100,0
freeway96,44.77,40.24,-4.53,21.01,3750,4710,160,0
freeway97,52.8,62.44,9.64,50.57,28286,71,18,0
freeway98,50.75,50.86,0.11,2.31,562,49,578,0
freeway99,51.45,44.69,-6.76,19.76,3268,5755,34,0
golfcourse00,29.33,55.85,26.52,59.27,37224,44,1095,0
golfcourse01,22.14,48.28,26.14,70.46,40775,28,4941,0
golfcourse02,26.13,36.2,10.07,36.13,21120,160,2173,0
golfcourse03,26.85,41.23,14.38,44.46,27356,224,1704,0
golfcourse04,38.03,56.8,18.77,55.87,34787,292,1643,0
golfcourse05,36.47,56.49,20.02,43.26,25689,134,2061,0
golfcourse06,28.16,43.2,15.04,56.92,31847,236,4121,0
golfcourse07,25.2,49.14,23.94,81.38,46446,91,6471,0
golfcourse08,19.32,36.2,16.88,49.56,30325,648,1587,0
golfcourse09,45.03,60.9,15.88,62.26,39811,71,810,0
golfcourse10,29.09,48.77,19.67,69.2,37798,97,6194,0
golfcourse11,16.91,34.85,17.93,64.08,38986,94,2309,0
golfcourse12,36.56,34.82,-1.74,39.96,15275,1536,7904,0
golfcourse13,18.3,37.38,19.08,56.45,34650,92,1910,0
golfcourse14,16.57,36.78,20.21,63.08,38650,55,2231,0
golfcourse15,29.73,36.07,6.34,41.18,10359,292,1316,0
golfcourse16,44.46,44.77,0.32,1.59,227,79,659,0
golfcourse17,17.5,17.68,0.18,4.37,438,18,991,0
golfcourse18,44.89,67.75,22.85,60.78,36818,626,2803,0
golfcourse19,24.12,28.84,4.71,86.48,51831,903,933,0
golfcourse20,32.87,31.83,-1.04,79.19,42818,7312,1691,0
golfcourse21,51.93,56.49,4.56,19.39,11255,296,1273,0
golfcourse22,41.57,32.26,-9.31,23.6,11742,2048,1900,0
golfcourse23,39.92,46.2,6.28,39.5,21823,1587,3731,0
golfcourse24,32.14,34.61,2.47,80.7,48542,2004,2257,0
golfcourse25,28.52,33.77,5.26,78.07,45361,3717,2533,0
golfcourse26,21.11,38.91,17.8,53.7,32097,49,646,0
golfcourse27,29.07,22.05,-7.02,29.38,4407,4985,1894,0
golfcourse28,54.49,64.24,9.75,25.11,14298,27,186,0
golfcourse29,22.27,48.38,26.11,52.48,33872,30,73,0
golfcourse30,41.87,57.85,15.98,60.6,38190,11,199,0
golfcourse31,0.06,33.92,33.86,86.07,55387,0,53,0
golfcourse32,35.45,53.78,18.33,71.4,43285,532,308,0
golfcourse33,36.35,51.23,14.88,66.02,42128,419,222,0
golfcourse34,37.09,54.27,17.18,38.12,22702,77,613,0
golfcourse35,40.38,60.07,19.69,66.74,42688,45,711,0
golfcourse36,43.66,67.34,23.68,77.2,48321,70,673,0
golfcourse37,17.52,34.58,17.06,58.36,31860,724,132,0
golfcourse38,19.5,43.08,23.59,69.39,43253,22,548,0
golfcourse39,26.13,45.99,19.86,84.86,53272,1028,653,0
golfcourse40,45.91,65.26,19.35,65.68,42211,176,458,0
golfcourse41,43.5,39.39,-4.11,60.86,34267,1638,1251,0
golfcourse42,40.74,40.89,0.15,44.29,25221,2719,1026,0
golfcourse43,59.26,73.72,14.46,52.71,32968,492,800,0
golfcourse44,14.08,18.15,4.07,54.18,28973,1885,3962,0
golfcourse45,13.85,29.16,15.31,16.55,7137,87,612,0
golfcourse46,23.06,23.56,0.51,6.62,988,302,998,0
golfcourse47,45.92,66.44,20.51,79.14,48410,211,652,0
golfcourse48,36.91,40.41,3.5,45.78,22653,765,2907,0
golfcourse49,16.64,21.16,4.53,72.65,39702,1542,3828,0
golfcourse50,14.05,30.47,16.42,72.48,42694,507,1208,0
golfcourse51,41.49,61.87,20.38,80.98,48572,1340,185,0
golfcourse52,33.39,35.15,1.77,28.0,5563,1095,1723,0
golfcourse53,30.7,40.62,9.92,50.21,28537,15,68,0
golfcourse54,19.1,27.51,8.41,61.66,35650,330,340,0
golfcourse55,39.82,48.07,8.25,52.65,26707,128,350,0
golfcourse56,40.8,48.05,7.25,69.22,27555,13,359,0
golfcourse57,34.66,54.14,19.47,38.84,17155,385,2478,0
golfcourse58,36.41,64.88,28.47,45.73,14488,10665,14470,0
golfcourse59,44.42,49.51,5.09,20.55,12642,110,548,0
golfcourse60,48.72,53.84,5.11,13.99,5236,670,3294,0
golfcourse61,30.21,0.0,-30.21,99.41,0,40709,65150,1
golfcourse62,29.1,27.54,-1.56,11.98,511,735,867,0
golfcourse63,19.0,18.75,-0.25,6.77,1140,2169,2039,0
golfcourse64,2.47,22.54,20.07,73.11,36073,1553,11551,0
golfcourse65,20.41,23.42,3.01,16.23,6916,529,1452,0
golfcourse66,17.54,45.05,27.51,55.18,34357,299,797,0
golfcourse67,36.79,37.03,0.24,8.98,3352,997,2237,0
golfcourse68,37.83,34.91,-2.92,39.92,16392,7360,755,0
golfcourse69,24.84,38.1,13.26,83.28,53478,118,893,0
golfcourse70,38.81,54.74,15.93,63.89,40043,119,1585,0
golfcourse71,36.15,56.8,20.65,74.86,46981,373,1809,0
golfcourse72,50.09,67.25,17.16,76.52,48962,33,983,0
golfcourse73,37.8,52.65,14.85,73.58,47214,6,424,0
golfcourse74,32.63,36.88,4.25,65.52,37237,1701,1802,0
golfcourse75,50.55,55.37,4.82,27.48,15140,133,2629,0
golfcourse76,21.54,29.69,8.16,44.77,26506,190,856,0
golfcourse77,39.91,53.12,13.21,51.08,30589,440,2488,0
golfcourse78,49.42,60.36,10.94,54.67,33103,394,2547,0
golfcourse79,41.77,43.36,1.59,12.04,4614,681,2841,0
golfcourse80,40.23,36.28,-3.96,41.44,23995,2253,1679,0
golfcourse81,55.11,41.25,-13.85,15.66,4885,2225,1032,0
golfcourse82,43.06,47.1,4.05,29.09,13269,883,5012,0
golfcourse83,49.27,54.39,5.12,26.19,14256,214,2308,0
golfcourse84,35.07,27.51,-7.56,14.92,1249,5174,7226,0
golfcourse85,50.77,40.87,-9.9,23.84,10545,3103,1618,0
golfcourse86,32.94,32.47,-0.46,8.42,605,1774,4564,0
golfcourse87,27.09,39.13,12.04,64.06,40356,71,1370,0
golfcourse88,37.04,49.68,12.65,71.95,45691,87,977,0
golfcourse89,34.37,50.78,16.42,72.73,46825,30,741,0
golfcourse90,55.12,57.74,2.62,13.94,6473,451,2075,0
golfcourse91,23.29,36.29,13.0,81.97,51056,127,2099,0
golfcourse92,30.27,32.33,2.05,51.32,18742,233,1524,0
golfcourse93,46.23,49.4,3.18,24.69,12659,720,3250,0
golfcourse94,40.38,40.49,0.12,51.71,1427,1554,32288,0
golfcourse95,28.43,30.54,2.1,9.85,992,2282,4722,0
golfcourse96,26.11,39.55,13.44,57.64,36646,9,753,0
golfcourse97,26.32,55.8,29.48,73.81,44148,283,3006,0
golfcourse98,26.77,37.01,10.25,77.68,26868,290,22335,0
golfcourse99,11.75,6.5,-5.24,55.37,0,19949,33988,0
harbor00,60.08,58.83,-1.25,5.27,190,988,2677,0
harbor01,23.74,23.71,-0.03,11.37,19,169,6949,0
harbor02,46.48,38.76,-7.72,29.65,680,15157,2637,0
harbor03,46.36,39.24,-7.12,30.62,1311,15196,2923,0
harbor04,27.32,41.68,14.36,56.61,24044,1875,11413,0
harbor05,15.63,14.91,-0.72,14.0,0,1516,8181,0
harbor06,11.83,0.0,-11.83,72.87,0,33769,47329,0
harbor07,12.01,0.0,-12.01,50.73,0,22839,10752,0
harbor08,19.37,4.82,-14.55,95.53,0,23707,43064,0
harbor09,18.81,6.97,-11.84,63.87,120,34597,41607,0
harbor10,33.64,14.0,-19.64,74.18,61,46257,48530,0
harbor11,2.32,0.0,-2.32,17.99,0,768,7810,0
harbor12,26.3,25.75,-0.56,58.41,33,904,38184,0
harbor13,0.0,0.0,0.0,8.77,0,0,5652,0
harbor14,17.02,0.0,-17.02,99.43,0,27663,41914,0
harbor15,20.58,0.0,-20.58,99.42,0,29427,40535,0
harbor16,0.0,0.0,0.0,8.61,0,0,5610,0
harbor17,0.02,0.0,-0.02,21.76,0,55,14261,0
harbor18,10.57,0.0,-10.57,93.64,0,22575,42144,0
harbor19,11.72,26.3,14.58,32.79,15991,988,4805,0
harbor20,11.32,0.03,-11.29,57.15,48,24811,36180,0
harbor21,12.33,12.15,-0.18,52.67,5,449,9875,0
harbor22,14.47,12.13,-2.34,17.2,29,2038,10824,0
harbor23,13.86,0.01,-13.85,90.5,13,39066,59254,0
harbor24,16.37,17.47,1.1,28.25,3784,1212,4321,0
harbor25,17.02,14.85,-2.17,16.95,1787,2048,7803,0
harbor26,13.58,19.32,5.74,62.55,22861,10816,18006,0
harbor27,18.69,0.0,-18.69,97.73,0,24563,63829,0
harbor28,0.0,0.0,0.0,14.8,0,0,9206,0
harbor29,39.0,36.86,-2.14,9.93,695,2403,4473,0
harbor30,16.06,14.96,-1.1,11.5,3,2115,7457,0
harbor31,18.82,0.0,-18.82,96.49,0,25081,63206,0
harbor32,39.9,40.37,0.47,4.11,353,200,2181,0
harbor33,32.71,32.5,-0.21,4.39,179,582,2623,0
harbor34,30.54,30.23,-0.31,5.64,854,663,2520,0
harbor35,20.74,19.96,-0.77,10.46,1026,960,4712,0
harbor36,24.53,24.25,-0.28,8.09,178,480,4665,0
harbor37,31.59,31.52,-0.07,5.69,458,644,2861,0
harbor38,38.22,36.72,-1.5,11.56,0,6300,7397,0
harbor39,33.11,31.79,-1.32,10.03,0,5277,6237,0
harbor40,30.5,29.75,-0.76,14.31,0,4978,9379,0
harbor41,38.08,35.11,-2.97,20.89,0,10065,13693,0
harbor42,40.52,38.86,-1.66,14.19,0,4964,9302,0
harbor43,24.25,27.91,3.66,31.09,0,1352,20371,0
harbor44,26.64,30.12,3.48,34.51,2,1782,22592,0
harbor45,25.86,28.19,2.33,38.0,9,1494,24844,0
harbor46,34.25,35.73,1.47,38.27,0,2077,25080,0
harbor47,24.65,27.43,2.78,36.49,9,2373,23877,0
harbor48,25.33,28.75,3.42,32.14,2,1702,21045,0
harbor49,31.65,46.89,15.24,36.28,14621,3308,7910,0
harbor50,30.21,45.44,15.23,43.28,17243,3136,10352,0
harbor51,26.93,28.76,1.83,38.36,17,5148,24990,0
harbor52,25.93,29.85,3.91,40.22,25,2454,26319,0
harbor53,40.62,40.15,-0.47,8.44,194,1195,4888,0
harbor54,18.37,21.45,3.07,29.05,29,1341,18441,0
harbor55,27.03,29.95,2.92,30.86,0,786,20134,0
harbor56,25.16,30.99,5.83,24.62,1180,1457,14772,0
harbor57,35.95,42.56,6.61,17.0,3939,1314,6402,0
harbor58,37.71,38.06,0.35,8.54,261,705,4669,0
harbor59,27.22,29.68,2.45,33.2,661,2889,21073,0
harbor60,27.43,30.65,3.22,28.55,2,2990,18699,0
harbor61,28.91,45.54,16.63,41.63,17042,3957,9272,0
harbor62,15.1,25.14,10.04,32.61,8905,2660,11973,0
harbor63,32.78,33.46,0.68,12.36,654,2814,7092,0
harbor64,38.09,46.04,7.94,19.43,5774,2057,6496,0
harbor65,25.85,28.66,2.8,33.2,12,1345,21655,0
harbor66,22.88,28.48,5.61,41.74,18,1446,27248,0
harbor67,16.82,17.76,0.94,27.63,20,948,17019,0
harbor68,39.45,39.84,0.39,21.3,526,2563,11109,0
harbor69,28.52,28.32,-0.2,7.04,91,964,3843,0
harbor70,21.68,29.68,8.0,23.79,7935,1458,6949,0
harbor71,31.84,36.63,4.79,39.57,12392,4115,3338,0
harbor72,28.28,43.41,15.13,37.46,16045,1572,4453,0
harbor73,29.3,41.43,12.13,38.75,15041,2996,6279,0
harbor74,22.03,27.06,5.04,32.0,6490,4066,14000,0
harbor75,28.93,33.35,4.42,26.45,6342,2912,9226,0
harbor76,46.15,45.31,-0.83,12.8,1183,3539,5857,0
harbor77,23.85,22.79,-1.06,46.9,0,5347,30732,0
harbor78,25.05,26.93,1.88,45.61,281,3901,29587,0
harbor79,29.32,27.98,-1.34,23.01,13,4034,14797,0
harbor80,39.06,36.24,-2.82,18.17,23,4591,11844,0
harbor81,26.14,39.47,13.33,48.63,15445,4286,15232,0
harbor82,24.29,34.82,10.53,60.59,14133,9584,14432,0
harbor83,33.61,27.51,-6.1,60.8,8927,17380,2676,0
harbor84,11.02,23.55,12.53,41.52,14279,311,10499,0
harbor85,31.74,31.06,-0.68,13.3,350,260,6478,0
harbor86,35.16,34.74,-0.42,19.79,1888,533,9342,0
harbor87,14.36,30.14,15.78,30.07,13638,69,2765,0
harbor88,16.42,31.72,15.29,27.57,11395,164,2879,0
harbor89,24.76,29.98,5.22,66.62,11443,24482,3304,0
harbor90,24.73,38.04,13.31,47.24,14070,4091,8447,0
harbor91,34.03,38.4,4.37,11.82,1984,614,5178,0
harbor92,64.02,52.11,-11.91,38.06,1201,18576,5004,0
harbor93,59.09,46.57,-12.51,15.48,1544,3611,7297,0
harbor94,29.16,18.47,-10.69,55.73,187,21784,14865,0
harbor95,29.87,18.31,-11.56,72.46,2526,40975,44924,0
harbor96,27.2,23.69,-3.51,39.26,2076,20479,2856,0
harbor97,48.32,38.78,-9.54,56.32,14,25626,35407,0
harbor98,25.96,27.71,1.75,23.52,2621,6311,11608,0
harbor99,45.58,44.35,-1.23,10.77,83,3285,3749,0
intersection00,46.83,46.07,-0.76,15.31,1897,788,1158,0
intersection01,34.89,34.07,-0.82,9.14,883,521,555,0
intersection02,22.86,22.94,0.08,5.47,1681,366,1013,0
intersection03,49.74,48.88,-0.86,8.17,759,612,679,0
intersection04,37.75,36.86,-0.89,9.89,423,1597,2378,0
intersection05,38.54,34.89,-3.65,10.59,339,1570,1713,0
intersection06,47.34,47.71,0.37,4.73,936,551,860,0
intersection07,19.11,29.16,10.05,29.76,9065,19,1029,0
intersection08,40.53,38.66,-1.86,9.95,1037,2740,668,0
intersection09,48.72,46.13,-2.59,7.98,679,1931,606,0
intersection10,42.22,39.26,-2.96,11.66,497,2157,663,0
intersection11,37.67,36.97,-0.7,3.54,262,1549,855,0
intersection12,32.45,31.56,-0.9,7.69,733,2798,1361,0
intersection13,47.94,47.02,-0.92,4.33,288,917,607,0
intersection14,25.78,25.46,-0.32,9.57,446,332,4593,0
intersection15,39.75,50.95,11.21,18.88,7715,1947,1335,0
intersection16,37.34,37.08,-0.27,3.26,557,896,1257,0
intersection17,38.66,29.44,-9.22,31.71,9800,9616,836,0
intersection18,35.61,40.35,4.74,32.02,5250,119,213,0
intersection19,64.3,64.21,-0.09,5.15,1964,314,539,0
intersection20,51.84,52.67,0.83,11.0,2864,650,1887,0
intersection21,46.91,57.83,10.92,48.54,29710,1069,1419,0
intersection22,58.66,57.91,-0.74,2.84,432,469,680,0
intersection23,41.73,40.23,-1.5,6.15,217,1680,2202,0
intersection24,35.38,48.07,12.69,63.97,39294,1110,1721,0
intersection25,42.07,42.27,0.2,7.77,445,975,2917,0
intersection26,46.06,42.31,-3.75,5.07,1301,936,767,0
intersection27,38.49,39.57,1.07,9.42,1208,980,778,0
intersection28,38.91,46.07,7.16,36.85,21158,384,650,0
intersection29,22.53,32.61,10.08,58.86,35300,977,1588,0
intersection30,44.66,44.88,0.23,15.39,5529,1297,1898,0
intersection31,41.15,42.02,0.87,12.84,4272,1009,1565,0
intersection32,46.13,45.6,-0.53,4.74,746,320,641,0
intersection33,37.94,46.15,8.21,52.22,26870,760,289,0
intersection34,41.02,39.39,-1.63,24.32,3301,1886,4208,0
intersection35,34.06,30.85,-3.21,6.04,379,1599,1398,0
intersection36,30.15,28.59,-1.56,62.97,37396,974,2550,0
intersection37,43.33,48.57,5.24,29.94,16078,241,454,0
intersection38,38.21,28.67,-9.54,12.08,3791,3357,315,0
intersection39,29.11,36.34,7.23,56.89,34362,619,804,0
intersection40,39.99,40.07,0.08,9.68,3333,433,424,0
intersection41,46.69,45.66,-1.03,5.91,1011,2115,306,0
intersection42,35.97,36.86,0.89,14.31,3106,1223,521,0
intersection43,52.96,53.67,0.7,6.68,1452,1260,943,0
intersection44,44.29,44.69,0.4,8.92,3901,623,823,0
intersection45,39.88,40.16,0.28,3.63,700,179,362,0
intersection46,60.65,58.81,-1.84,4.08,878,962,735,0
intersection47,51.09,54.99,3.9,8.25,4628,55,31,0
intersection48,45.59,55.45,9.86,25.73,16581,115,72,0
intersection49,45.4,57.63,12.23,47.83,28953,599,759,0
intersection50,30.77,36.02,5.26,40.62,21432,951,108,0
intersection51,23.45,38.35,14.9,53.98,30838,539,689,0
intersection52,33.72,44.62,10.9,43.43,27518,56,57,0
intersection53,20.48,23.72,3.24,24.99,12044,86,177,0
intersection54,39.14,39.62,0.48,10.63,3241,1555,88,0
intersection55,40.43,67.69,27.27,67.94,43317,277,125,0
intersection56,32.0,34.22,2.22,35.76,14942,4969,677,0
intersection57,60.89,63.21,2.32,9.75,2145,964,1221,0
intersection58,28.73,45.75,17.02,69.94,43408,208,333,0
intersection59,45.73,54.53,8.8,35.51,18992,1764,327,0
